date,country,active_users,content_created,reports,enforcements,appeals,successful_appeals,median_response_time_hours,reports_spam,reports_harassment_hate,reports_nudity,reports_misinformation,reports_child_safety,reports_other,reports_user,reports_ai,reports_trusted,enf_removed,enf_warning,enf_suspension,enf_downrank,report_rate,enforcement_rate,appeal_rate,appeal_success_rate,share_spam,share_harassment_hate,share_nudity,share_misinformation,share_child_safety,share_other,share_user,share_ai,share_trusted
2025-07-21,Philippines,205831,5523,78,53,1,0,21.8,34,11,5,16,1,11,30,37,11,29,8,0,16,0.014122759369907659,0.6794871794871795,0.018867924528301886,0.0,0.4358974358974359,0.14102564102564102,0.0641025641025641,0.20512820512820512,0.01282051282051282,0.14102564102564102,0.38461538461538464,0.47435897435897434,0.14102564102564102
2025-07-21,Thailand,150578,7132,100,74,3,0,18.1,53,13,10,12,1,11,33,58,9,42,10,1,21,0.014021312394840156,0.74,0.04054054054054054,0.0,0.53,0.13,0.1,0.12,0.01,0.11,0.33,0.58,0.09
2025-07-21,Vietnam,167676,4468,44,30,1,0,21.8,19,8,5,4,0,8,19,22,3,21,1,2,6,0.009847806624888093,0.6818181818181818,0.03333333333333333,0.0,0.4318181818181818,0.18181818181818182,0.11363636363636363,0.09090909090909091,0.0,0.18181818181818182,0.4318181818181818,0.5,0.06818181818181818
2025-07-22,Singapore,48750,1289,13,6,0,0,18.9,6,2,2,2,0,1,5,6,2,4,0,0,2,0.01008533747090768,0.46153846153846156,0.0,,0.46153846153846156,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.07692307692307693,0.38461538461538464,0.46153846153846156,0.15384615384615385
2025-07-22,Indonesia,367746,12906,146,103,6,0,17.3,49,33,17,23,4,20,60,66,20,61,11,2,29,0.011312567797923447,0.7054794520547946,0.05825242718446602,0.0,0.3356164383561644,0.22602739726027396,0.11643835616438356,0.15753424657534246,0.0273972602739726,0.136986301369863,0.410958904109589,0.4520547945205479,0.136986301369863
2025-07-22,Philippines,203372,6637,66,47,2,0,20.9,31,10,7,10,0,8,21,39,6,30,6,3,8,0.009944251921048667,0.7121212121212122,0.0425531914893617,0.0,0.4696969696969697,0.15151515151515152,0.10606060606060606,0.15151515151515152,0.0,0.12121212121212122,0.3181818181818182,0.5909090909090909,0.09090909090909091
2025-07-22,Thailand,147975,5976,84,53,1,0,22.6,35,11,11,9,4,14,26,49,9,31,9,1,12,0.014056224899598393,0.6309523809523809,0.018867924528301886,0.0,0.4166666666666667,0.13095238095238096,0.13095238095238096,0.10714285714285714,0.047619047619047616,0.16666666666666666,0.30952380952380953,0.5833333333333334,0.10714285714285714
2025-07-22,Vietnam,176242,8046,110,77,3,0,23.7,43,19,11,20,1,16,45,50,15,42,13,3,19,0.013671389510315685,0.7,0.03896103896103896,0.0,0.39090909090909093,0.17272727272727273,0.1,0.18181818181818182,0.00909090909090909,0.14545454545454545,0.4090909090909091,0.45454545454545453,0.13636363636363635
2025-07-23,Singapore,50971,1666,16,9,0,0,23.4,6,3,2,2,0,3,6,7,3,7,2,0,0,0.009603841536614645,0.5625,0.0,,0.375,0.1875,0.125,0.125,0.0,0.1875,0.375,0.4375,0.1875
2025-07-23,Indonesia,400689,17825,279,209,12,0,23.8,113,45,35,51,4,31,128,125,26,126,24,7,52,0.01565217391304348,0.7491039426523297,0.05741626794258373,0.0,0.4050179211469534,0.16129032258064516,0.12544802867383512,0.1827956989247312,0.014336917562724014,0.1111111111111111,0.45878136200716846,0.44802867383512546,0.0931899641577061
2025-07-23,Philippines,196796,8598,90,60,2,0,19.6,33,14,9,21,1,12,39,42,9,36,12,4,8,0.0104675505931612,0.6666666666666666,0.03333333333333333,0.0,0.36666666666666664,0.15555555555555556,0.1,0.23333333333333334,0.011111111111111112,0.13333333333333333,0.43333333333333335,0.4666666666666667,0.1
2025-07-23,Thailand,138396,6422,66,42,0,0,17.2,25,7,11,14,0,9,29,34,3,25,9,3,5,0.010277172220492058,0.6363636363636364,0.0,,0.3787878787878788,0.10606060606060606,0.16666666666666666,0.21212121212121213,0.0,0.13636363636363635,0.4393939393939394,0.5151515151515151,0.045454545454545456
2025-07-23,Vietnam,178806,4611,59,39,0,0,24.3,24,5,9,10,1,10,25,33,1,21,8,0,10,0.012795489047928866,0.6610169491525424,0.0,,0.4067796610169492,0.0847457627118644,0.15254237288135594,0.1694915254237288,0.01694915254237288,0.1694915254237288,0.423728813559322,0.559322033898305,0.01694915254237288
2025-07-24,Singapore,54781,2737,29,19,0,0,22.6,10,3,4,6,1,5,15,12,2,10,4,0,5,0.010595542564852027,0.6551724137931034,0.0,,0.3448275862068966,0.10344827586206896,0.13793103448275862,0.20689655172413793,0.034482758620689655,0.1724137931034483,0.5172413793103449,0.41379310344827586,0.06896551724137931
2025-07-24,Indonesia,408868,11260,169,126,6,0,24.9,75,27,25,22,2,18,67,88,14,80,16,4,26,0.015008880994671403,0.7455621301775148,0.047619047619047616,0.0,0.4437869822485207,0.15976331360946747,0.14792899408284024,0.1301775147928994,0.011834319526627219,0.10650887573964497,0.39644970414201186,0.5207100591715976,0.08284023668639054
2025-07-24,Philippines,213568,8239,79,52,3,0,17.2,28,14,7,18,2,10,34,36,9,26,8,2,16,0.009588542298822673,0.6582278481012658,0.057692307692307696,0.0,0.35443037974683544,0.17721518987341772,0.08860759493670886,0.22784810126582278,0.02531645569620253,0.12658227848101267,0.43037974683544306,0.45569620253164556,0.11392405063291139
2025-07-24,Thailand,159358,5661,62,45,1,0,25.0,28,7,5,13,1,8,19,31,12,27,6,1,11,0.010952128599187422,0.7258064516129032,0.022222222222222223,0.0,0.45161290322580644,0.11290322580645161,0.08064516129032258,0.20967741935483872,0.016129032258064516,0.12903225806451613,0.3064516129032258,0.5,0.1935483870967742
2025-07-24,Vietnam,193044,4459,63,39,0,0,17.6,27,9,9,8,3,7,21,37,5,25,4,3,7,0.0141287284144427,0.6190476190476191,0.0,,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.12698412698412698,0.047619047619047616,0.1111111111111111,0.3333333333333333,0.5873015873015873,0.07936507936507936
2025-07-25,Singapore,48760,2228,20,11,0,0,19.9,5,3,4,4,1,3,7,10,3,6,3,0,2,0.008976660682226212,0.55,0.0,,0.25,0.15,0.2,0.2,0.05,0.15,0.35,0.5,0.15
2025-07-25,Indonesia,392733,8060,100,73,4,0,21.4,38,15,15,14,1,17,39,55,6,48,6,2,17,0.01240694789081886,0.73,0.0547945205479452,0.0,0.38,0.15,0.15,0.14,0.01,0.17,0.39,0.55,0.06
2025-07-25,Philippines,197059,7890,112,82,4,0,19.9,41,17,18,20,4,12,37,62,13,44,12,1,25,0.014195183776932827,0.7321428571428571,0.04878048780487805,0.0,0.36607142857142855,0.15178571428571427,0.16071428571428573,0.17857142857142858,0.03571428571428571,0.10714285714285714,0.33035714285714285,0.5535714285714286,0.11607142857142858
2025-07-25,Thailand,138101,4203,60,41,0,0,22.7,17,11,9,11,4,8,26,29,5,23,9,1,8,0.014275517487508922,0.6833333333333333,0.0,,0.2833333333333333,0.18333333333333332,0.15,0.18333333333333332,0.06666666666666667,0.13333333333333333,0.43333333333333335,0.48333333333333334,0.08333333333333333
2025-07-25,Vietnam,171605,7092,95,65,3,0,19.4,38,15,12,17,0,13,41,42,12,45,10,5,5,0.013395375070501973,0.6842105263157895,0.046153846153846156,0.0,0.4,0.15789473684210525,0.12631578947368421,0.17894736842105263,0.0,0.1368421052631579,0.43157894736842106,0.4421052631578947,0.12631578947368421
2025-07-26,Singapore,50475,1655,16,10,0,0,18.2,6,0,2,5,0,3,9,7,0,4,0,0,6,0.009667673716012085,0.625,0.0,,0.375,0.0,0.125,0.3125,0.0,0.1875,0.5625,0.4375,0.0
2025-07-26,Indonesia,353572,17378,272,203,13,1,21.3,117,35,30,56,4,30,107,142,23,120,24,10,49,0.015651973759926344,0.7463235294117647,0.06403940886699508,0.07692307692307693,0.43014705882352944,0.12867647058823528,0.11029411764705882,0.20588235294117646,0.014705882352941176,0.11029411764705882,0.39338235294117646,0.5220588235294118,0.08455882352941177
2025-07-26,Philippines,192425,7134,99,67,4,0,21.5,36,17,13,16,3,14,39,46,14,46,9,0,12,0.013877207737594618,0.6767676767676768,0.05970149253731343,0.0,0.36363636363636365,0.1717171717171717,0.13131313131313133,0.16161616161616163,0.030303030303030304,0.1414141414141414,0.3939393939393939,0.46464646464646464,0.1414141414141414
2025-07-26,Thailand,147635,4475,61,40,2,0,19.3,22,6,9,12,1,11,25,27,9,23,4,1,12,0.013631284916201117,0.6557377049180327,0.05,0.0,0.36065573770491804,0.09836065573770492,0.14754098360655737,0.19672131147540983,0.01639344262295082,0.18032786885245902,0.4098360655737705,0.4426229508196721,0.14754098360655737
2025-07-26,Vietnam,172834,7015,67,44,0,0,18.3,26,10,10,9,1,11,30,29,8,19,9,2,14,0.00955096222380613,0.6567164179104478,0.0,,0.3880597014925373,0.14925373134328357,0.14925373134328357,0.13432835820895522,0.014925373134328358,0.16417910447761194,0.44776119402985076,0.43283582089552236,0.11940298507462686
2025-07-27,Singapore,49182,1624,15,8,0,0,24.6,6,1,3,3,1,1,4,10,1,4,1,0,3,0.009236453201970444,0.5333333333333333,0.0,,0.4,0.06666666666666667,0.2,0.2,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.6666666666666666,0.06666666666666667
2025-07-27,Indonesia,417706,19999,216,148,10,0,19.4,83,37,30,32,5,29,92,100,24,86,29,6,27,0.01080054002700135,0.6851851851851852,0.06756756756756757,0.0,0.38425925925925924,0.1712962962962963,0.1388888888888889,0.14814814814814814,0.023148148148148147,0.13425925925925927,0.42592592592592593,0.46296296296296297,0.1111111111111111
2025-07-27,Philippines,200069,9282,107,71,3,0,24.0,46,20,11,14,1,15,47,52,8,42,10,3,16,0.011527687998276234,0.6635514018691588,0.04225352112676056,0.0,0.42990654205607476,0.18691588785046728,0.102803738317757,0.1308411214953271,0.009345794392523364,0.14018691588785046,0.4392523364485981,0.48598130841121495,0.07476635514018691
2025-07-27,Thailand,150436,6952,96,62,1,0,17.5,39,14,10,21,1,11,40,46,10,47,6,1,8,0.01380897583429229,0.6458333333333334,0.016129032258064516,0.0,0.40625,0.14583333333333334,0.10416666666666667,0.21875,0.010416666666666666,0.11458333333333333,0.4166666666666667,0.4791666666666667,0.10416666666666667
2025-07-27,Vietnam,180749,5160,67,44,0,0,17.6,28,12,6,11,2,8,27,30,10,25,7,0,12,0.012984496124031008,0.6567164179104478,0.0,,0.417910447761194,0.1791044776119403,0.08955223880597014,0.16417910447761194,0.029850746268656716,0.11940298507462686,0.40298507462686567,0.44776119402985076,0.14925373134328357
2025-07-28,Singapore,48033,1283,17,10,0,0,23.0,7,2,1,5,0,2,10,6,1,7,0,1,2,0.013250194855806703,0.5882352941176471,0.0,,0.4117647058823529,0.11764705882352941,0.058823529411764705,0.29411764705882354,0.0,0.11764705882352941,0.5882352941176471,0.35294117647058826,0.058823529411764705
2025-07-28,Indonesia,392896,11781,154,111,7,0,18.0,58,22,20,32,0,22,61,80,13,57,12,4,38,0.013071895424836602,0.7207792207792207,0.06306306306306306,0.0,0.37662337662337664,0.14285714285714285,0.12987012987012986,0.2077922077922078,0.0,0.14285714285714285,0.3961038961038961,0.5194805194805194,0.08441558441558442
2025-07-28,Philippines,204647,4896,67,47,1,0,20.4,30,6,9,11,2,9,26,35,6,32,2,2,11,0.013684640522875817,0.7014925373134329,0.02127659574468085,0.0,0.44776119402985076,0.08955223880597014,0.13432835820895522,0.16417910447761194,0.029850746268656716,0.13432835820895522,0.3880597014925373,0.5223880597014925,0.08955223880597014
2025-07-28,Thailand,138326,4910,68,49,1,0,21.8,32,13,6,10,1,6,25,36,7,34,3,0,12,0.01384928716904277,0.7205882352941176,0.02040816326530612,0.0,0.47058823529411764,0.19117647058823528,0.08823529411764706,0.14705882352941177,0.014705882352941176,0.08823529411764706,0.36764705882352944,0.5294117647058824,0.10294117647058823
2025-07-28,Vietnam,181919,6067,61,41,0,0,17.9,25,14,7,7,1,7,24,32,5,32,5,0,4,0.010054392615790341,0.6721311475409836,0.0,,0.4098360655737705,0.22950819672131148,0.11475409836065574,0.11475409836065574,0.01639344262295082,0.11475409836065574,0.39344262295081966,0.5245901639344263,0.08196721311475409
2025-07-29,Singapore,54982,2300,19,12,0,0,24.4,5,4,0,3,1,6,7,11,1,5,1,1,5,0.00826086956521739,0.631578947368421,0.0,,0.2631578947368421,0.21052631578947367,0.0,0.15789473684210525,0.05263157894736842,0.3157894736842105,0.3684210526315789,0.5789473684210527,0.05263157894736842
2025-07-29,Indonesia,407869,9872,139,98,3,0,23.2,62,18,18,21,6,14,50,75,14,56,8,6,28,0.014080226904376013,0.7050359712230215,0.030612244897959183,0.0,0.4460431654676259,0.12949640287769784,0.12949640287769784,0.1510791366906475,0.04316546762589928,0.10071942446043165,0.3597122302158273,0.539568345323741,0.10071942446043165
2025-07-29,Philippines,173395,8231,104,78,3,0,19.9,43,24,13,15,3,6,46,49,9,43,13,2,20,0.012635159761875835,0.75,0.038461538461538464,0.0,0.41346153846153844,0.23076923076923078,0.125,0.14423076923076922,0.028846153846153848,0.057692307692307696,0.4423076923076923,0.47115384615384615,0.08653846153846154
2025-07-29,Thailand,149486,3773,43,28,0,0,19.9,17,6,7,7,2,4,11,26,6,16,2,1,9,0.011396766498807316,0.6511627906976745,0.0,,0.3953488372093023,0.13953488372093023,0.16279069767441862,0.16279069767441862,0.046511627906976744,0.09302325581395349,0.2558139534883721,0.6046511627906976,0.13953488372093023
2025-07-29,Vietnam,173221,8369,91,64,1,0,22.1,36,10,9,20,3,13,31,48,12,37,9,3,15,0.010873461584418688,0.7032967032967034,0.015625,0.0,0.3956043956043956,0.10989010989010989,0.0989010989010989,0.21978021978021978,0.03296703296703297,0.14285714285714285,0.34065934065934067,0.5274725274725275,0.13186813186813187
2025-07-30,Singapore,50291,1668,14,8,0,0,21.4,5,3,0,3,1,2,6,6,2,3,1,1,3,0.008393285371702638,0.5714285714285714,0.0,,0.35714285714285715,0.21428571428571427,0.0,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285
2025-07-30,Indonesia,425877,13909,202,153,9,0,24.9,84,27,26,34,4,27,69,110,23,99,21,4,29,0.01452297073837084,0.7574257425742574,0.058823529411764705,0.0,0.4158415841584158,0.13366336633663367,0.12871287128712872,0.16831683168316833,0.019801980198019802,0.13366336633663367,0.3415841584158416,0.5445544554455446,0.11386138613861387
2025-07-30,Philippines,186473,4253,45,25,0,0,20.5,19,5,5,6,1,9,15,27,3,14,3,1,7,0.010580766517752175,0.5555555555555556,0.0,,0.4222222222222222,0.1111111111111111,0.1111111111111111,0.13333333333333333,0.022222222222222223,0.2,0.3333333333333333,0.6,0.06666666666666667
2025-07-30,Thailand,146570,5899,64,39,1,0,17.8,24,17,7,9,1,6,24,35,5,21,6,2,10,0.010849296490930666,0.609375,0.02564102564102564,0.0,0.375,0.265625,0.109375,0.140625,0.015625,0.09375,0.375,0.546875,0.078125
2025-07-30,Vietnam,169953,4281,40,26,0,0,23.1,16,7,7,5,0,5,13,22,5,15,4,1,6,0.00934361130576968,0.65,0.0,,0.4,0.175,0.175,0.125,0.0,0.125,0.325,0.55,0.125
2025-07-31,Singapore,49825,1659,19,11,0,0,22.1,6,5,3,2,0,3,8,8,3,5,3,1,2,0.011452682338758288,0.5789473684210527,0.0,,0.3157894736842105,0.2631578947368421,0.15789473684210525,0.10526315789473684,0.0,0.15789473684210525,0.42105263157894735,0.42105263157894735,0.15789473684210525
2025-07-31,Indonesia,436354,13744,170,120,8,0,23.5,78,20,19,30,3,20,71,80,19,78,10,5,27,0.012369033760186263,0.7058823529411765,0.06666666666666667,0.0,0.4588235294117647,0.11764705882352941,0.11176470588235295,0.17647058823529413,0.01764705882352941,0.11764705882352941,0.4176470588235294,0.47058823529411764,0.11176470588235295
2025-07-31,Philippines,204433,9247,121,87,3,0,22.2,48,15,19,20,2,17,52,57,12,58,6,6,17,0.013085324970260626,0.71900826446281,0.034482758620689655,0.0,0.39669421487603307,0.12396694214876033,0.15702479338842976,0.1652892561983471,0.01652892561983471,0.14049586776859505,0.4297520661157025,0.47107438016528924,0.09917355371900827
2025-07-31,Thailand,146370,5148,53,36,1,0,17.9,25,8,7,8,1,4,22,27,4,27,2,1,6,0.010295260295260296,0.6792452830188679,0.027777777777777776,0.0,0.4716981132075472,0.1509433962264151,0.1320754716981132,0.1509433962264151,0.018867924528301886,0.07547169811320754,0.41509433962264153,0.5094339622641509,0.07547169811320754
2025-07-31,Vietnam,183195,8621,106,68,1,0,20.5,48,10,9,17,1,21,39,51,16,35,11,1,21,0.012295557359935042,0.6415094339622641,0.014705882352941176,0.0,0.4528301886792453,0.09433962264150944,0.08490566037735849,0.16037735849056603,0.009433962264150943,0.19811320754716982,0.36792452830188677,0.4811320754716981,0.1509433962264151
2025-08-01,Singapore,51026,2049,22,12,0,0,21.5,11,3,1,5,0,2,8,8,6,7,2,0,3,0.010736944851146901,0.5454545454545454,0.0,,0.5,0.13636363636363635,0.045454545454545456,0.22727272727272727,0.0,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.2727272727272727
2025-08-01,Indonesia,402584,9831,93,70,4,0,22.7,27,15,16,14,4,17,34,51,8,39,13,2,16,0.009459871833994507,0.7526881720430108,0.05714285714285714,0.0,0.2903225806451613,0.16129032258064516,0.17204301075268819,0.15053763440860216,0.043010752688172046,0.1827956989247312,0.3655913978494624,0.5483870967741935,0.08602150537634409
2025-08-01,Philippines,205771,6016,86,58,2,0,17.4,42,6,11,14,1,12,42,39,5,38,5,2,13,0.014295212765957447,0.6744186046511628,0.034482758620689655,0.0,0.4883720930232558,0.06976744186046512,0.12790697674418605,0.16279069767441862,0.011627906976744186,0.13953488372093023,0.4883720930232558,0.45348837209302323,0.05813953488372093
2025-08-01,Thailand,143815,3646,44,28,0,0,18.6,18,3,6,9,0,8,19,21,4,18,2,1,7,0.012068019747668678,0.6363636363636364,0.0,,0.4090909090909091,0.06818181818181818,0.13636363636363635,0.20454545454545456,0.0,0.18181818181818182,0.4318181818181818,0.4772727272727273,0.09090909090909091
2025-08-01,Vietnam,178985,7774,79,55,2,0,21.7,36,6,10,13,0,14,33,41,5,28,6,5,16,0.010162078723951634,0.6962025316455697,0.03636363636363636,0.0,0.45569620253164556,0.0759493670886076,0.12658227848101267,0.16455696202531644,0.0,0.17721518987341772,0.4177215189873418,0.5189873417721519,0.06329113924050633
2025-08-02,Singapore,48656,2185,21,14,0,0,18.8,10,3,4,0,0,4,8,11,2,10,3,1,0,0.009610983981693364,0.6666666666666666,0.0,,0.47619047619047616,0.14285714285714285,0.19047619047619047,0.0,0.0,0.19047619047619047,0.38095238095238093,0.5238095238095238,0.09523809523809523
2025-08-02,Indonesia,370055,12303,150,99,4,0,18.8,68,21,11,24,4,22,58,77,15,62,11,4,22,0.0121921482565228,0.66,0.04040404040404041,0.0,0.4533333333333333,0.14,0.07333333333333333,0.16,0.02666666666666667,0.14666666666666667,0.38666666666666666,0.5133333333333333,0.1
2025-08-02,Philippines,199601,5943,88,55,2,0,18.4,27,15,15,19,2,10,42,36,10,27,10,2,16,0.01480733636210668,0.625,0.03636363636363636,0.0,0.3068181818181818,0.17045454545454544,0.17045454545454544,0.2159090909090909,0.022727272727272728,0.11363636363636363,0.4772727272727273,0.4090909090909091,0.11363636363636363
2025-08-02,Thailand,146702,7239,70,49,2,0,19.6,30,4,9,16,1,10,27,36,7,24,8,1,16,0.00966984390109131,0.7,0.04081632653061224,0.0,0.42857142857142855,0.05714285714285714,0.12857142857142856,0.22857142857142856,0.014285714285714285,0.14285714285714285,0.38571428571428573,0.5142857142857142,0.1
2025-08-02,Vietnam,173040,6527,96,69,3,0,17.9,30,14,13,22,2,15,37,45,14,41,11,1,16,0.01470813543741382,0.71875,0.043478260869565216,0.0,0.3125,0.14583333333333334,0.13541666666666666,0.22916666666666666,0.020833333333333332,0.15625,0.3854166666666667,0.46875,0.14583333333333334
2025-08-03,Singapore,46776,966,12,6,0,0,24.3,4,2,1,5,0,0,8,3,1,2,1,0,3,0.012422360248447204,0.5,0.0,,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.0,0.0,0.6666666666666666,0.25,0.08333333333333333
2025-08-03,Indonesia,443859,11250,125,92,4,0,23.7,50,19,18,20,1,17,41,71,13,45,19,6,22,0.011111111111111112,0.736,0.043478260869565216,0.0,0.4,0.152,0.144,0.16,0.008,0.136,0.328,0.568,0.104
2025-08-03,Philippines,203031,8076,110,76,4,0,20.0,46,10,11,22,3,18,36,60,14,38,13,5,20,0.013620604259534423,0.6909090909090909,0.05263157894736842,0.0,0.41818181818181815,0.09090909090909091,0.1,0.2,0.02727272727272727,0.16363636363636364,0.32727272727272727,0.5454545454545454,0.12727272727272726
2025-08-03,Thailand,141983,5222,57,41,0,0,18.4,20,13,6,11,2,5,19,28,10,25,6,3,7,0.010915358100344696,0.7192982456140351,0.0,,0.3508771929824561,0.22807017543859648,0.10526315789473684,0.19298245614035087,0.03508771929824561,0.08771929824561403,0.3333333333333333,0.49122807017543857,0.17543859649122806
2025-08-03,Vietnam,186720,7918,108,78,3,0,24.2,41,18,11,20,1,17,47,49,12,52,9,3,14,0.013639808032331396,0.7222222222222222,0.038461538461538464,0.0,0.37962962962962965,0.16666666666666666,0.10185185185185185,0.18518518518518517,0.009259259259259259,0.1574074074074074,0.4351851851851852,0.4537037037037037,0.1111111111111111
2025-08-04,Singapore,51127,2512,24,14,0,0,24.5,12,2,2,6,0,2,7,16,1,9,2,0,3,0.009554140127388535,0.5833333333333334,0.0,,0.5,0.08333333333333333,0.08333333333333333,0.25,0.0,0.08333333333333333,0.2916666666666667,0.6666666666666666,0.041666666666666664
2025-08-04,Indonesia,397820,11869,157,110,7,0,23.5,51,25,31,30,3,17,60,83,14,72,8,3,27,0.013227736119302384,0.7006369426751592,0.06363636363636363,0.0,0.3248407643312102,0.1592356687898089,0.19745222929936307,0.1910828025477707,0.01910828025477707,0.10828025477707007,0.3821656050955414,0.5286624203821656,0.08917197452229299
2025-08-04,Philippines,207645,8541,83,55,2,0,18.5,34,13,7,17,2,10,25,47,11,32,13,2,8,0.009717831635639855,0.6626506024096386,0.03636363636363636,0.0,0.40963855421686746,0.1566265060240964,0.08433734939759036,0.20481927710843373,0.024096385542168676,0.12048192771084337,0.30120481927710846,0.5662650602409639,0.13253012048192772
2025-08-04,Thailand,146462,3329,47,33,1,0,18.1,14,7,7,15,1,3,20,23,4,21,6,0,6,0.014118353860018024,0.7021276595744681,0.030303030303030304,0.0,0.2978723404255319,0.14893617021276595,0.14893617021276595,0.3191489361702128,0.02127659574468085,0.06382978723404255,0.425531914893617,0.48936170212765956,0.0851063829787234
2025-08-04,Vietnam,177043,4528,52,36,0,0,17.8,18,6,6,9,0,13,22,23,7,15,9,1,11,0.011484098939929329,0.6923076923076923,0.0,,0.34615384615384615,0.11538461538461539,0.11538461538461539,0.17307692307692307,0.0,0.25,0.4230769230769231,0.4423076923076923,0.1346153846153846
2025-08-05,Singapore,53307,1123,15,9,0,0,20.2,6,2,3,2,0,2,4,10,1,7,1,0,1,0.013357079252003561,0.6,0.0,,0.4,0.13333333333333333,0.2,0.13333333333333333,0.0,0.13333333333333333,0.26666666666666666,0.6666666666666666,0.06666666666666667
2025-08-05,Indonesia,421849,11654,144,98,3,0,20.9,62,21,13,26,4,18,55,72,17,59,11,2,26,0.012356272524455123,0.6805555555555556,0.030612244897959183,0.0,0.4305555555555556,0.14583333333333334,0.09027777777777778,0.18055555555555555,0.027777777777777776,0.125,0.3819444444444444,0.5,0.11805555555555555
2025-08-05,Philippines,202948,5939,85,62,2,0,21.2,47,9,7,13,0,9,34,46,5,37,8,1,16,0.014312173766627379,0.7294117647058823,0.03225806451612903,0.0,0.5529411764705883,0.10588235294117647,0.08235294117647059,0.15294117647058825,0.0,0.10588235294117647,0.4,0.5411764705882353,0.058823529411764705
2025-08-05,Thailand,147441,4898,51,33,1,0,18.8,19,10,1,10,2,9,23,21,7,18,8,2,5,0.01041241322988975,0.6470588235294118,0.030303030303030304,0.0,0.37254901960784315,0.19607843137254902,0.0196078431372549,0.19607843137254902,0.0392156862745098,0.17647058823529413,0.45098039215686275,0.4117647058823529,0.13725490196078433
2025-08-05,Vietnam,182354,8586,129,88,4,0,20.4,58,15,16,25,3,12,50,62,17,46,13,3,26,0.015024458420684835,0.6821705426356589,0.045454545454545456,0.0,0.4496124031007752,0.11627906976744186,0.12403100775193798,0.1937984496124031,0.023255813953488372,0.09302325581395349,0.3875968992248062,0.4806201550387597,0.13178294573643412
2025-08-06,Singapore,49835,1411,18,10,0,0,22.9,14,1,0,2,0,1,5,11,2,5,2,1,2,0.012756909992912827,0.5555555555555556,0.0,,0.7777777777777778,0.05555555555555555,0.0,0.1111111111111111,0.0,0.05555555555555555,0.2777777777777778,0.6111111111111112,0.1111111111111111
2025-08-06,Indonesia,417214,17881,281,213,13,0,22.3,116,44,29,50,8,34,114,142,25,127,33,9,44,0.015715004753649123,0.7580071174377224,0.06103286384976526,0.0,0.4128113879003559,0.15658362989323843,0.10320284697508897,0.17793594306049823,0.028469750889679714,0.12099644128113879,0.40569395017793597,0.505338078291815,0.08896797153024912
2025-08-06,Philippines,211570,8133,111,74,4,0,21.2,51,15,9,17,4,15,36,62,13,48,5,2,19,0.01364810033198082,0.6666666666666666,0.05405405405405406,0.0,0.4594594594594595,0.13513513513513514,0.08108108108108109,0.15315315315315314,0.036036036036036036,0.13513513513513514,0.32432432432432434,0.5585585585585585,0.11711711711711711
2025-08-06,Thailand,134780,3938,42,29,0,0,17.7,17,7,4,5,1,8,13,25,4,14,10,1,4,0.010665312341289994,0.6904761904761905,0.0,,0.40476190476190477,0.16666666666666666,0.09523809523809523,0.11904761904761904,0.023809523809523808,0.19047619047619047,0.30952380952380953,0.5952380952380952,0.09523809523809523
2025-08-06,Vietnam,193601,7086,65,44,1,0,21.4,26,10,6,15,0,8,23,33,9,27,4,3,10,0.0091730172170477,0.676923076923077,0.022727272727272728,0.0,0.4,0.15384615384615385,0.09230769230769231,0.23076923076923078,0.0,0.12307692307692308,0.35384615384615387,0.5076923076923077,0.13846153846153847
2025-08-07,Singapore,50283,2184,29,18,0,0,19.9,10,5,4,4,0,6,13,14,2,12,3,0,3,0.013278388278388278,0.6206896551724138,0.0,,0.3448275862068966,0.1724137931034483,0.13793103448275862,0.13793103448275862,0.0,0.20689655172413793,0.4482758620689655,0.4827586206896552,0.06896551724137931
2025-08-07,Indonesia,415579,11143,137,95,6,0,20.8,58,20,17,19,5,18,55,66,16,55,14,5,21,0.01229471417033115,0.6934306569343066,0.06315789473684211,0.0,0.4233576642335766,0.145985401459854,0.12408759124087591,0.1386861313868613,0.0364963503649635,0.13138686131386862,0.40145985401459855,0.48175182481751827,0.11678832116788321
2025-08-07,Philippines,191396,8609,115,73,3,0,17.5,47,18,7,24,7,12,40,59,16,48,5,3,17,0.013358113602044372,0.6347826086956522,0.0410958904109589,0.0,0.40869565217391307,0.1565217391304348,0.06086956521739131,0.20869565217391303,0.06086956521739131,0.10434782608695652,0.34782608695652173,0.5130434782608696,0.1391304347826087
2025-08-07,Thailand,149493,3925,52,35,0,0,20.7,15,10,11,11,0,5,22,26,4,22,2,2,9,0.013248407643312102,0.6730769230769231,0.0,,0.28846153846153844,0.19230769230769232,0.21153846153846154,0.21153846153846154,0.0,0.09615384615384616,0.4230769230769231,0.5,0.07692307692307693
